"sensor_id","travelMode","direction","flowID","flowName","timestamp","granularity","counts","status"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:15:00 PM","PT15M","4","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:30:00 PM","PT15M","3","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:45:00 PM","PT15M","2","raw"
"100009427","bike","out","102009427","WB - BK Bound","2026 Sep 19 01:45:00 AM","PT15M","57","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:15:00 AM","PT15M","3","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:30:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:45:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:00:00 AM","PT15M","3","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:15:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:30:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:45:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:00:00 AM","PT15M","2","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:15:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:30:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:45:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:00:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:15:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:30:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:45:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:00:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:15:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:30:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:45:00 AM","PT15M","2","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 05:00:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 05:15:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 05:30:00 AM","PT15M","0","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 05:45:00 AM","PT15M","2","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 06:00:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 06:15:00 AM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 06:30:00 AM","PT15M","5","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 06:45:00 AM","PT15M","5","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 07:00:00 AM","PT15M","4","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 07:15:00 AM","PT15M","7","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 07:30:00 AM","PT15M","12","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 07:45:00 AM","PT15M","14","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 08:00:00 AM","PT15M","19","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 08:15:00 AM","PT15M","32","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 08:30:00 AM","PT15M","39","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 08:45:00 AM","PT15M","31","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 09:00:00 AM","PT15M","19","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 09:15:00 AM","PT15M","13","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 09:30:00 AM","PT15M","12","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 09:45:00 AM","PT15M","15","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 10:00:00 AM","PT15M","11","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 10:15:00 AM","PT15M","10","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 10:30:00 AM","PT15M","10","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 10:45:00 AM","PT15M","5","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 11:00:00 AM","PT15M","8","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 11:15:00 AM","PT15M","6","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 11:30:00 AM","PT15M","6","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 11:45:00 AM","PT15M","7","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 12:00:00 PM","PT15M","13","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:00:00 PM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:15:00 PM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:30:00 PM","PT15M","3","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 01:45:00 PM","PT15M","5","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:00:00 PM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:15:00 PM","PT15M","4","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:30:00 PM","PT15M","2","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 02:45:00 PM","PT15M","4","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:00:00 PM","PT15M","2","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:15:00 PM","PT15M","5","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:30:00 PM","PT15M","3","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 03:45:00 PM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:00:00 PM","PT15M","3","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:15:00 PM","PT15M","2","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:30:00 PM","PT15M","6","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 04:45:00 PM","PT15M","1","raw"
"100009427","bike","in","101009427","WB - MN Bound","2026 Sep 16 05:00:00 PM","PT15M","3","raw"
